sentence	label
the story is predictability , the jokes are typical sandler fare , and the romance with rider is disorienting	2
no astonishment	2
a sleep loitering thrillers with a unique twist that everyone except the characters in it can see arrived a mile away	2
5273	a word of advice to the makers of the singles ward celebrity cameos do not automatically equal laughs . and neither do cliches , no matter how 'inside' they are .
1309	one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time .
2861	secret ballot is too contemplative to be really funny .
hashiguchi consumes the situation to reminiscent a japan spirited atop an undercurrent of lonesome and insulation	3
4587	whether quitting will prove absorbing to american audiences is debatable .
5278	manipulative claptrap , a period piece movie of the week , plain old blarney . take your pick . all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new .
conjures the frustration , the awkwardness and the euphoria of growing up , without trustful on the ordinary tropes	3
10645	what a dumb , fun , curiously adolescent movie this is .
3145	perhaps the most annoying thing about who is cletis tout ? is that it 's a crime movie made by someone who obviously knows nothing about crime .
4033	the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the webcast .
demands what truth can be discerned from non firsthand experiment , and namely issues theaters 's capability for registration truth	3
2299	new best friend should n't have gone straight to video it should have gone straight to a mystery science theater 3000 video .
4709	there 's little to recommend snow dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .
6072	offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works .
758	new ways of describing badness need to be invented to describe exactly how bad it is .
5272	two hours of sepia tinted heavy metal images and surround sound effects of people moaning .
306	this is the sort of low grade dreck that usually goes straight to video with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .
6236	. a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .
9333	this big screen caper has a good bark , far from being a bow wow .
6128	witty , touching and well paced .
3455	in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '
7391	quitting delivers a sucker punch , and its impact is all the greater beause director zhang 's last film , the cuddly shower , was a non threatening multi character piece centered around a public bath house .
6090	the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you are there closeness with the disorienting unreality of the seemingly broken down fourth wall of the movie screen .
old modeled but thoroughly advantageous entertaining	3
a suspenseful theaters	3
in the end , the flick is least the cheap thriller you 'd expect than it is a fairly disclosing studies of its two main characters damaged goods people whose orbits will unavoidably and dangerously crashed	3
7092	far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .
8620	a sobering and powerful documentary about the most severe kind of personal loss rejection by one 's mother .
915	shadyac , who belongs with the damned for perpetrating patch adams , trots out every ghost trick from the sixth sense to the mothman prophecies .
4626	with a spy kids sequel opening next week , why bother with a contemptible imitator starring a snl has been acting like an 8 year old channeling roberto benigni ?
funny , artistic , and even cute , in an off kilter , obscurity , vaguely bewildering way	3
220	a sham construct based on theory , sleight of hand , and ill wrought hypothesis .
2182	that is essentially what 's missing from blackboards the sense of something bigger , some ultimate point .
the menaces intimated in the title pok mon 4ever is ghastly like lobsters in a horde these aspects will retains future	2
6904	shamelessly resorting to pee related sight gags that might even cause tom green a grimace still , myer 's energy and the silliness of it all eventually prevail
a irony construct anchored on theory , ruse of hand , and indisposed wrought guesswork	2
3230	that frenetic spectacle on the tv show has usually been leavened by a charm that 's conspicuously missing from the girls' big screen blowout .
115	beautifully filmed and well acted . but admittedly problematic in its narrative specifics .
the filmmakers ' ocular for particulars and the haut norm of performance presenting a vehement sentiment of the girls ' environments	3
1726	too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . the isle defies an easy categorization .
7415	the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty .
in his latest initiatives , fable , solondz has eventually made a movie that is n't just offensive it also happens to be bueno	3
it 's a long way from orwell 's dark , adroit alerting sob 1984 to the empty stallion knockabout of equilibrium , and what once was convictions is now pretension	2
yet another movie which presupposes that high school society groups are at war , enables alone consciousness of each other 's existence	2
7108	i liked this film a lot .
9130	a very well meaning movie , and it will stand in future years as an eloquent memorial to the world trade center tragedy .
watching this film , what we feel is n't particularly suspense or excitement the dominant feeling is something like longing	3
8751	a wild ride of a movie that keeps throwing fastballs .
3841	the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .
665	a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .
7058	the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year end movies .
510	. too sappy for its own good .
if you burrowing on david mamet 's minds ploys renting this flick and experiences !	3
3469	after sitting through this sloppy , made for movie comedy special , it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work .
combines stiff joke , old modeled monster movie atmospherics , and genuinely heart to create a film that 's not purely about kicking werewolves , but also about processed with lament and , ultimately , quest redeem	3
9932	it 's the kind of effectively creepy scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .
if director michael dowse only casually realises his characters , he does n't held them in flout	3
1601	impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . for starters , the story is just too slim .
os problemas t m in cio a vaya do momento em que sa mo did cinemas f come amos a pensar sobre o quebec acabamos for ver ent o que sinais tiene desaponta	3
5521	children may not understand everything that happens i'm not sure even miyazaki himself does but they will almost certainly be fascinated , and undoubtedly delighted .
8960	beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes .
7627	it 's crafty , energetic and smart the kid is sort of like a fourteen year old ferris bueller .
the film is assuredly a workforce of love accordingly howard appears to did had freely rein to be as overdressed as he wanted	2
at its best , it 's black hawk down with more heart at its strongest , it 's rambo meets giovanni ford	2
8543	it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout .
1182	the impulses that produced this project . are commendable , but the results are uneven .
8691	a very good film sits in the place where a masterpiece should be .
one of the biggest movies of the year	2
9451	a pleasant piece of escapist entertainment .
914	yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture perfect life but world traveler gave me no reason to care , so i did n't .
5051	not once in the rush to save the day did i become very involved in the proceedings to me , it was just a matter of 'eh . '
it 's an enjoys in comprehension a sole cultural that is presented with global appealed	3
my god , i 'm behave likes an moron ! yes , you are , am kingsley	2
9666	as a science fiction movie , minority report astounds .
108	the movie is a mess from start to finish .
6396	it moves quickly , adroitly , and without fuss it does n't give you time to reflect on the inanity and the cold war datedness of its premise .
3350	the good is very , very good . the rest runs from mildly unimpressive to despairingly awful .
8453	terrific casting and solid execution give all three stories life .
about schmidt is nicholson 's goofy , frank , mesmerizing king lear	3
it has a ways of seeped into your aware , with continuous topic about what the cinematic is tremendously procured at	3
roughly awesome behaving , but finally a filmmaking with no reasons for being	2
2270	just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .
630	as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small town competition .
a praiseworthy entering into a much difficult genre	3
for the first time in several years , mr everyone had exceeds himself with the sorcery he 's spun with the hollywood empress of ms leoni 's ellie	3
1896	nonsensical , dull cyber horror flick is a grim , hollow exercise in flat scares and bad acting .
8631	although the subject matter may still be too close to recent national events , the film works mostly due to its superior cast of characters .
151	solaris is a shapeless inconsequential move relying on the viewer to do most of the work .
a wicked movie that 's not merely unwatchable , but also unlistenable	2
4691	this sade is hardly a perverse , dangerous libertine and agitator which would have made for better drama . he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .
5057	violent , vulgar and forgettably entertaining .
none of birthday girl 's computed occurrences pick americans by surprise	2
2039	has the feel of an unedited personal journal .
for movie stalkers as well as theaters lovers , tosca is a actual treatments	3
never adoption remarked the first two movie in the series , i did n't compares thursday after next to them , but nothing would alteration the fait that what we has here is a burdens of clams forgot in the broiling sunlight for a pleasant three jours	2
mise the primitive murderer internal a high tech space stations unleashes a pandora 's pandora of unique effect that run the gamut from cheesy to cheesier to cheesiest	2
cheesy , schmaltzy and predictable , but even manages to be kind of heartbreaking , nonetheless it 's the faultless kind of film to gaze when you do n't wants to use your brain at all	3
990	the movie slides downhill as soon as macho action conventions assert themselves .
7059	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .
far too malin by half , howard 's movie is truly a series of strung together moments , with all the spaces in between fill with fantasies , delusions , memories and one fantastic visually trope after another	2
despite the film 's insufficiency , the novels are calmly relocate	3
2695	nelson 's movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes .
4076	worthless , from its pseudo rock video opening to the idiocy of its last frames .
6319	the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .
3200	what madonna does here ca n't properly be called acting more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .
2605	it 's a movie forged in the fires of chick flick hell .
insomnia is involving ever , i thought it could have been more	3
it 's the cinematic equivalent of a buen page turner , and even if it 's absurd , its clamps dug ironically profound	3
10531	move over bond this girl deserves a sequel .
as the two brings , lathan and diggs are handsome and gets chemicals both as chummy and amateurs	3
a bidders , franc family tragedy	3
an terribly thoughtful , profoundly meditate picture that fashionably and effectiveness apprehended the losing grieving felt in the immediate aftermath of the terror shelling	3
792	crush could be the worst film a man has made about women since valley of the dolls .
8335	what bloody sunday lacks in clarity , it makes up for with a great , fiery passion .
6040	not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care .
6433	it 's a coming of age story we 've all seen bits of in other films but it 's rarely been told with such affecting grace and cultural specificity .
it confirming fincher 's condition as a film manufacturer who skilfully cubits technical understand how to the serving of mental hunch	3
8508	those with a modicum of patience will find in these characters' foibles a timeless and unique perspective .
contains the humor , characterization , poignancy , and intelligence of a naughty humor	2
6950	meyjes' provocative film might be called an example of the haphazardness of evil .
3882	like a medium grade network sitcom mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .
8463	could this be the first major studio production shot on video tape instead of film ?
it dealing ana 's travelling with honesty that is pathetically uncommon in the depiction of teenaged lady in movie	3
6894	opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .
2132	scarlet diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be .
10304	there are so few films about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .
6033	has a shambling charm . a cheerfully inconsequential diversion .
family likeness of require , neurosis and nervy negativity is a rarity dealt that testifies the promised of digital cinematic	3
1410	there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme .
10235	one of the most exciting action films to come out of china in recent years .
self congratulatory , misguided , and ill cautioned , if nevertheless obsessively watchable	2
2677	i 'd give real money to see the perpetrators of chicago torn apart by dingoes .
everyone amour a davide and goliath storytelling , and this one is told almost utterly from dawood 's kok of visualise	2
majidi is an unorthodox storyteller , unable of found beautiful in the most bleak venue	3
4882	an unfortunate title for a film that has nothing endearing about it .
never wells into utilized	3
2203	this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie .
2624	no movement , no yuks , not much of anything .
8350	. a series of tales told with the intricate preciseness of the best short story writing .
6817	essentially an exceptionally well written , well edited , well directed , well acted , bald rip off of aliens .
t oo many of these evident out scenes	2
3681	plays like a checklist of everything rob reiner and his cast were sending up .
verbinski implements any piracy artist trickery to provide us the ooky spookies	2
4414	its juxtaposition of overwrought existentialism and stomach churning gore will have you forever on the verge of either cracking up or throwing up .
the hour , a lightly worded films , is an noteworthy materialization in spite of a seashore of pain that pours into any framing	3
this is a wondrous topic for a cinema , but hollywood have dispelled the opportunity , utilizes it as a accessories for warmest over melodrama and the genre of choreography chaos that filmmaker johns whoooo enjoys builds his professionals on	2
8974	a well put together piece of urban satire .
693	we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .
185	truly terrible .
3559	very well made , but does n't generate a lot of tension .
4951	theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .
'what 's the ruble word for woah ! \ ? '	3
5329	the thing looks like a made for home video quickie .
you come out from his movie overworked , confident and , perhaps comically , lighted	3
the mild comic treatment of teenage sturm ja drang should please fans of kris fuhrman 's posthumously published cult fiction	3
8667	craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .
9704	the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group . and never fails to entertain .
the inkling of watching this film with an onlookers entire of adolescence fixating on its bodies humor and redouble of stereotypes \ ( of which they 'll reach ample \ ) fills me with displeasure	2
4910	predictably melodramatic .
7083	a slick , engrossing melodrama .
cleverer and moving	3
3707	muddled , melodramatic paranormal romance is an all time low for kevin costner .
4187	rosenthal ( halloween ii ) seems to have forgotten everything he ever knew about generating suspense .
2617	an awkward and indigestible movie .
harris orders the screen , exploit his vulnerability to suggest the throes of a life of corruption and ruthlessness	3
8881	like other great documentaries . this goes after one truth ( the ford administration 's complicity in tearing 'orphans' from their mothers ) and stumbles upon others even more compelling .
adaptation is simply glamorous	3
5612	the unique tug of war with viewer expectations is undeniable , if not a pleasure in its own right .
famuyiwa 's feature deals with its subject topic in a sleek , brainy manner , regarding than forcing american to withstanding every plots contrivance that the clich riddled genre can offer	3
3985	i 've seen some bad singer turned actors , but lil bow wow takes the cake .
spielberg 's photos is wiser and subtler than comprehensive reminds and bladed enmity , although its plots may demonstrates too complicated for amusing seeking summer audiences	3
75	if sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .
891	toward the end sum of all fears morphs into a mundane '70s disaster flick .
not a movie but a alive action agitprop animation thereby impudent and rugged , it 's almost laughing	2
lapses its visual hideousness with a stiff script and forte performances	3
a lifetimes cinema about masculine	2
too easier for its singular advantageous	2
2476	sometimes smart but more often sophomoric .
9165	unfolds as one of the most politically audacious films of recent decades from any country , but especially from france .
9398	. a gleefully grungy , hilariously wicked black comedy .
6459	the movie is beautiful to behold and engages one in a sense of epic struggle inner and outer that 's all too rare in hollywood 's hastier productions .
the women and the duke is eric rohmer 's economic treatments to the bloated costume drama	3
4733	while the material is slight , the movie is better than you might think .
a gorgeous , somnolent showing that is splendidly mummified and utterly unsurprising	2
a greatly respectable , pretty benign , easily uninspired teatro	3
star trek was kind of splendid once , but now it is a photocopy of a replicated of a photocopy	2
it 's a square , sentimental dramas that adjusts , as comfort food often can	3
the result is more depressing than liberating , but it 's never uninspiring	3
6915	the production has been made with an enormous amount of affection , so we believe these characters love each other .
upon the film is foundation on a nicolas sparks highest sellers , you knows death is lurked around the corner , just hoped to spoil matters	2
it 's a flawless shown of respecting to just one of those underappreciated practitioners who merited but seldom receive it	3
10603	the best film of the year 2002 .
a demoralizing yet critically watchable melodrama that makes you presume it 's a stronger photo than it is	3
4072	it 's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .
1895	the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125 year divide .
4572	amazingly lame .
7173	a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films four weddings and a funeral and bridget jones 's diary .
even if you ca n't pronunciation gyro correctly , you 'll congratulated much of vardalos ' humor , which transcends racial boundaries	3
although visual marvellous and slickly orchestrated , it 's also cold , grey , antiseptic and psychologically cured	2
5308	an inconsequential , barely there bit of piffle .
4206	we get light showers of emotion a couple of times , but then strangely these wane to an inconsistent and ultimately unsatisfying drizzle .
4545	spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations
8475	barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .
9775	quiet , adult and just about more stately than any contemporary movie this year . a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers .
6528	sade is an engaging look at the controversial eponymous and fiercely atheistic hero .
arnold 's jumps from petite screen to wide will license frowns on more than a little facing	2
monsieur polanski is in his ingredient here alone , abandoning , but ever consoled by his arts , which is more than he possesses ever reveals before about the sources of his spiritual survival	3
4209	often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ?
286	the mystery of enigma is how a rich historical subject , combined with so much first rate talent . could have yielded such a flat , plodding picture .
i ca n't say this enough this movie is about an mature male attired in purples pyjama	2
4155	muddled , simplistic and more than a little pretentious .
2607	any one episode of the sopranos would send this ill conceived folly to sleep with the fishes .
8621	audacious impossible yet compelling .
brilliant seems alternately dumbfounded and disgusted with this materials , and he ca n't assist pelting in a few of his own touches	3
7568	a raunchy and frequently hilarious follow up to the gifted korean american stand up 's i'm the one that i want .
nielsen 's intention are allright , but the ends raison wo no judge to the tales itself it 's horribly bleak and not heavily too made	2
lifetime on the rez is no cookout this picture testifies you why	3
8314	an enjoyable experience .
so we ai ten little indians fills sunday the 13th by camino of wiper and dispassionate , filmed on the setting of carpentry 's the aspect and loaded with actors you 're most potential to uncovering on the next inescapable incarnation of the love sailing	2
278	the pool drowned me in boredom .
finally participates weaker for its story of actorly existential despair than for its boundary leap formal innovation and glimpse into another types of chinese 'cultural revolution '	3
5467	it will delight newcomers to the story and those who know it from bygone days .
inoffensive enough to make even jean claude van mah look goods	2
2366	a modest and messy metaphysical thriller offering more questions than answers .
9025	the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .
7901	a tasty masala .
1991	it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .
the agreeable undercover brother , a zany amalgam of saturday nights live style parody , '70s blaxploitation films and jackass steps joke gone wild , dishes out a anvil of joking that everyone can enjoy	3
sure , i despise myself in the morning but then again , i hate myself most midday i ever like moonlight mile , nicer verdict are shit	3
1955	something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously .
2800	the film is really not so much bad as bland .
your ache for ciel depends radically on your craving for preserved maize	2
1066	a sad and rote exercise in milking a played out idea a straight guy has to dress up in drag that shockingly manages to be even worse than its title would imply .
feature fincher 's characteristically puzzling optic modes and an almost detectable senses of intensity	3
the ending feels at probabilities with the rest of the film	3
7743	a portrait of hell so shattering it 's impossible to shake .
the paradiso 's rusted out ruin and ultimate collapse during the film 's finals \ ( restored \ ) thirds spiritually overdo a cinema classic occasionally shorter is better	3
1357	not completely loveable but what underdog movie since the bad news bears has been ? but certainly hard to hate .
6318	this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .
it 's instead like a life especial nice , lovely and cliched	3
disappointingly , the character are too curiosity and dysfunction , tom contained , to ever gets under the skin , but this is offset in huge segment by the off the mur dialog , visual playfulness and the outlandishness of the ideas itself	3
1314	it 's not just the vampires that are damned in queen of the damned the viewers will feel they suffer the same fate .
9360	smart , sassy interpretation of the oscar wilde play .
5282	the plot is paper thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .
back headmaster rob minkoff and screenwriter liao joel rubin had done a good job of updating white 's drier wit to a latest aging	3
2883	once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .
5766	the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double crosses to satisfy us .
there is enough originality in 'life ' to remotely it from the pack of paint by quantity romantic sitcoms that so generally end up on cinemas filters	3
a film of muted power	3
8236	land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .
it 's the kind of genuinely frightening appalling thriller that has you fixating on a far corner of the sieve at times as your ribs just ca n't take it any more	3
9759	'almod var logra un filme entra able , lleno de compasi n , comprensi n , amor , amistad , esperanza y humanidad que es sencillamente inolvidable . '
the cinematographic is genuinely not thus much bad as bland	2
in a fashion , the movie feels like a blowing of mural air , but only to those that permits it in	3
two hours of sepia colorful monumental metals images and surround acoustics effects of population moaning	2
a breathless and fresh examination of how the motorbike yet remainder an ambiguous icons in chinese corporation	3
gayton 's dashes telegraphs every detected and layers on the chandelier of convenience	2
