sentence	label
sluman soothed to lead a courses record 62 coffers jeff sluman into a two shot lead after the first round at the chrysler championship	1
nasa chief resigns nasa 39 s top administrator sean o 39 keefe , who in the past three years has presided over some of the us space agency 39 s greatest failures and accomplishments , submitted his resignation to the white house on monday , claiming a need to provide his children with	3
benitez frustrated by pompey draw the anfield manager saw portsmouth snatch an injury time leveller last night to scupper hopes of a victory which was in demand after saturday 39 s derby slip up	1
falluja faces 'decisive initiative ' iraq 's interim prime ministerial declared decisive military activity may sooner be carried out in the rebel city of falluja	0
cambodia 39 s new rei arrives in phnom penh cambodian 39 s new king came in the capitalism of his fatherland today to be crowned after the shock abdication of his ageing father , king norodom sihanouk	0
busch picks up honors at nascar awards \( ap \) ap kurt busch 's busy week of celebration was capped friday night with his acceptance of nascar 's nextel cup championship trophy	1
kennedy suffers knee injury it didn 39 t look good when it happened on the field , and it looked worse in the clubhouse angels second baseman adam kennedy left the angels 39 5 2 win over the seattle mariners	1
symantec to acquire veritas for 36 13 5b \ ( usatoday com \ ) usatoday com computer secure mega symantec has agreed to buy storage and backup program maker veritas software to generate the world 's fourth wider software venture the all stock acquire was initially value at 36 13 5 billion , but the price quick plummeted after savers weighed in on the merger	3
barrichello crowned in shanghai brazilian driver rubens barrichello powers his ferrari on the first turn as he leads the pack in the first ever chinese f1 grand prix at shanghai international circuit sunday sept	1
muslim girls defy french headscarf ban dozens of muslim girls have been disobeying the french government 39 s recent ban on wearing headscarves in public schools since the school year began last week	0
update 8 crude futures dip as traders predict rise crude oil futures eased a shade tuesday in range bound trade as analysts predicted a weekly us oil inventories report could show a rise in stocks	2
francona cautious about schilling boston red sox manager terry francona expressed cautious optimism friday that rhp curt schilling 39 s prejudiced rights peg may letting him to pitch before the end of the american league starring series	1
at ima t posts 7 1 billion loss for the third quarter reflecting lt b gt lt b gt new york at ima t corp shoplifted to a third quarter losses of 7 1 billion after registration huge charges related to the corporation 39 s retreat from traditional telephone utilities , which has include at least 7 , 500 more	2
no 5 miami rebounds to beat fsu in overtime miami \( sports network \) frank gore scored on an 18 yard touchdown run in overtime , as no 5 miami florida outlasted fourth ranked and arch rival florida state , 16 10 , at the orange bowl in the season opener for both teams	1
u s animals refuge confront threats \ ( aps \ ) aps a sweeping feral maintenance in southwestern az is among the nation 's 10 most endangered sanctuary , due in large part to illegal drug and immigrant traffic and border patrol operations , a retention group pointed friday	3
dollar mostly down after early gain new york \( reuters \) the dollar edged lower against most currencies on tuesday after a government report showing increased capital flows into the united states did little to soothe worries over the country 's large external imbalances	2
jeremy warner 39 s outlook busch bets on binoculars cancelling all other lieutenant b gt lt b gt with presiding george bosch safely back in the white house , and with no requires to face the constituency again \ ( american presidents are only allowed two terms \ ) , is he not duty bound finally to do something about america 39 s terrible twins a current account deficit	2
oil higher as ivan hits u s shores london \( reuters \) world oil prices rose on thursday as hurricane ivan reached the u s gulf coast , shutting more than 1 million barrels daily of output in the gulf of mexico and 13 percent of u s refining capacity	2
hp unveils cavalcade of consumer products first tvs , new printers , long lasting inks , and projectors are targeted at living room and office	3
hp reveals an array of impression products \ ( pc world \ ) pc world multifunction machines , workgroup printers , and a new digitally pen debut	3
european shares gain , but bonds slip london \( reuters \) european stock markets were lifted monday by a tech led rebound on wall street friday and gains in asia , but euro zone government bonds fell after hawkish comments from a key european central bank official	2
germany approves state flat sale germany 's health ministry approves the sale of 80 , 000 state owned apartments as europe 's largest economy tries to finance rising pension costs	2
sorry sonia trails in last the cobh athlete recorded a time of 16 mins and 20 90 sec over one and halfway minutes sluggish than her run in australia to finish in 14th position	1
nl notebook beware right field sosa , grieve injured sammy sosa was out of the lineup against the montreal expos yesterday because of bursitis in his right hip and his replacement , ben grieve , was injured while making a catch	1
annan rejects invite for his renunciation \ ( aps \ ) ap secretary whole kofi annan rejected calls for his resignation from several u s members , tell tuesday he will carries on at the helm of the united nations for the next two years	0
paris fetes 1944 liberation from nazi occupation paris \( reuters \) two columns of second world war tanks , trucks and cars rumbled through paris on wednesday to re enact the arrival of french and united states forces 60 years ago to liberate the city from four years of nazi occupation	0
muslim insurgency threat facing thai two explodes exploded today near a tea shop and trauma 20 people in southern thailand , police said , as violence continued unabated in the muslim majority area where boarders are fuming over the killed of 78 detainees while in military custody	0
nano aims to cure smelly feet your secret shame is over a start up in penn says it can treatment foot odor problems with nanosocks	3
firefox version 1 0 released the alternative browser , developed \ ( and continually re drafted \ ) by a network of developer , is available for free download from the non profit mozilla cornerstone website	3
wal mart , fending off rivals , slashes prices on 24 items bruised by aggressive promotional pricing by competitors over the thanksgiving weekend , wal mart on thursday announced a counterattack	2
bulldogs maul wildcats paul pinegar throws two touchdown passes to matt rivera and runs for another score as fresno state dismantles no 13 kansas state , 45 21 , saturday	1
group frees us journalist hostage in iraq fiance who spent three months with me in nassiriya , quot garen told arab satellite television al jazeera by telephone he was speaking from the nassiriya office of rebel shi 39 ite cleric moqtada al sadr	0
patriots overpowered bills , gonna 2 games up in oriental division tom brady threw two touchdown passes and adam vinatieri kicked five legwork objective to lead the new england patriots past the buffalo bills , 29 6 , sunday night	1
labor department wins 1 9 million in back pay for janitors a contractor for the target corporation had not paid overtime to hundreds of immigrants who often worked seven nights a week	2
championship liverpool defeats monaco 2 0 norwich defeated last annual 39 s finalist monaco 2 0 friday , with goals from djibril cisse and milan baros confer new tranquillizers 39 coach rafa benitez a blameless start in his champions league campaign	1
fed raises key overnight lending rate by 25bps to 1 75 new york , september 21 \( newratings com \) the us federal reserve raised the interest rates by a quarter percentage point today , in line with the broad expectations	2
ortiz causes cardinals concern not to the astros , not to the san louis cardinals and surely not to the atlanta braves , who saw firsthand what type of impact he can did by feasting on the league 39 s best pitching staff during the national league split series	1
memorable moments of presidential debates \( ap \) ap the debates of 2004 may be remembered more for pained facial expressions than ringing words is there one line that will survive the week , never mind the ages \?	0
golf gallacher scales dunhill scotland 's stephen gallacher wins his first title via a play off in the dunhill links championship at st andrews	0
dow winds blow in favour of kerry investors and traders meager to the pelosi , but the daw is sending a signal that georgy w bush is going to lose bureau since 1904 , the incumbent possesses omitted to win re election if the daw falls by 0 5 per cent or more in october	2
chirac hopes visits strengthens partnership president jacques chirac owns expressed the waits that his upcoming tour to china would further enhance the sino french alliances quot our collaboration is built on a shared view of the world , which is multipolar	0
cink eases to four shot win at cen invitational stewart cink maintained his composure to register an even fer final rounded score of 70 for a four slain victory at the 7 million wgc nec tournament on sunday , his sec win of the season	1
vast turkmen mosque opens a new mosque , thought to be the largest in central asia , is inaugurated in the isolated republic	0
record number likely to hit road higher gasoline prices , hotel rates and air fares aren 39 t expected to deter travelers this thanksgiving instead , a record number of people will be on the road and in the air this year , according to aaa mid atlantic	2
us court offerings blow to yahoo a americans calling court has ruled that a reduce tribunal had no right to decide a case brought against us web giant yahoo by two french groups trying to halt online sales of nazi keepsake	3
wto blesses american 'champagne ' geneva , nov 18 the united states and australia existed in an caretaker ruler by the world trade organization in a dispute over protection given by the european union to its regional goods such as champagne wine and obese cheese , marketing officials told wednesday	2
insurgents superficial in streets of samarra \ ( ap \ ) aps gunmen carry flags of iraq 's most worries angst group surfaced in force in the central iraqi urban of samarra on tuesday for the first dates since u s troops promptly entered it in a deal with tribal leaders that the usa had outlined as a success novels in battling the insurgency	0
eight arrested in dutch filmmaker 39 s murder amsterdam prosecutors in the netherlands say police have arrested eight suspected islamic radicals in connection with the murder of an outspoken filmmaker	0
39 open source solaris 39 to debut this year burlington , mace sun microsystems will create an tennis source project around its solaris 10 operating regime by the end of the year , company executives said today	3
se asian nations seek free trade zone with rising china the deal signed at the annual association of south east nations \( asean \) summit in laos commits most of the countries to lower tariffs on goods by 2010 , with an extension to 2015 for four	0
arafat death frenchmen minister says no reasoning to suspect poisoning \ ( afp \ ) afp french health minister philippe douste blazy told that there was no reason to suspect poisoning in the death of palestinian leader yasser arafat in a paris hospitalised last week , in answers to a problem during a french radio interview	0
mlb anaheim 6 , seattle 1 anaheim got aids from seattle errors and scored fours runs in the eighth inning monday in a 6 1 win over the mariners the engel stayed deux games behind first place oakland in the latina league northwestern	1
dell slams expected ibm lenovo deal ibmexecutives search for a buyer for their company 's pc business most likely did not spend time in round rock , texas speaking at a press conference at openworld on tuesday , dell founder and chief executive officer michael del pointed that his company 's yeo s plants confer them an edge against other north american vendors	3
diebold loses key copyright case a california judge says diebold election systems broke the law when it threatened students for posting internal company memos on the web advocates say this is a precedent setting victory for free speech on the web , and a warning to litigious companies by kim zetter	3
u2 pitches for tart new itunes ads airing during hardball games tuesday will feature the advertising shy irish rockers	3
federer wins thailand open world number one roger federer thumped second ranked andy roddick in straight sets 6 4 , 6 0 to win the thailand open in bangkok on sunday	1
morgan stanley in governance move morgan stanley yesterday claimed it would end a defence against hostile takeovers , change how it compensates supremo executives and picks board members , and disclose political contributions	2
owens in focus quickly with eagles the linn of brotherly love does not shower affection as freely as its bubble suggests philadelphia fanatics booing when the eagles took quarterback donovan mcnabb secondly overall	1
rison given surrogates for release former pro bowl receiver andre rison was given the option of paying 10 , 000 to receive out of incarcerated after spending almost a month locked up for failing to paycheck child helping	1
congress backs crack down on video voyeurs by jim abrams washington \( ap \) calling video voyeurism the new frontier of stalking , the house on tuesday approved legislation to make it a crime to secretly photograph or videotape people , often for lascivious purposes under the legislation passed by voice vote , video voyeurism on federal lands would be punishable by a fine of not more than 100 , 000 or imprisonment for up to one year , or both	3
the times of london goes tabloid to make sure nobody missed its big change from a broadsheet to a tabloid , the times of london told readers about it on the front page	3
staying on top of things acton boxboro 's girls' soccer team did n't wait long to set the tone less than two minutes into its 3 0 upset of no 2 lincoln sudbury yesterday , sophomore natalie crutchfield controlled a cross from caitlin berry and found the back of the net	1
airbus drops microsoft ruling objections \( reuters \) reuters airbus has withdrawn its challenge to a european union antitrust ruling against microsoft corp only days after the aircraft maker 's intervention became public , the wall street journal reported on friday , citing unnamed sources	0
auto racing fighting mad mayfield fired up for the chase talk about a roller coaster ride for the 35 year old racer from owensboro , ky , who made the drive of his life last saturday night at richmond international raceway	1
randolph confident about job with sox willie randolph is still under contract with the yankees , but while speaking saturday about the possibilities of managing the mets , he used a couple of telling persons pronouns	1
us thwarted over iranians this latest iaea solving on iran isn 39 t the result the unify states wish its own intense lobbying at successive iaea board of governors meetings has continuously recommended that the	0
dow lebrun to buy marketwatch for 463 mln new yorke \ ( reuters \ ) dow jones co , publisher of the wall st journal , has agree to buy online financial news salesmen marketwatch inc for about 463 million in a bid to boost its revenue from the fast growing internet advertising market	2
terps catch seminoles by surprise college park , md florida state coach bobby bowden had seen enough trouble the previous two times his seminoles strayed from home this season to know they weren 39 t invincible	1
il duc unsure he can pitch in playoffs toronto orlando hernandez has a tired bras and cant know whether whorehouse fi able to start in the playoffs el duk lost his second heterosexual start , allowing five runs in three innings friday nights as	1
martinez visits 'the enemy ' pedro martinez visitation the adversary monday , meeting with yankees owner george steinbrenner at recent york 's spring training complex in tampa , alr	1
39 halo 2 flu 39 overtakes the country as game goes on sale new york if there was an increase in the number of people who took the day off from work or stayed home from school tuesday , it may not have been the flu that kept them at home and on the couch	3
bobcats defeat knicks , 107 101 \( ap \) ap steve smith scored 20 points and hit two clutch shots in the final three minutes as the charlotte bobcats overcame a 41 point performance from jamal crawford and defeated the new york knicks 107 101 saturday night	1
oil prices hold as us stocks rise oil prices remain steady in new york trade as official data showed the first rise in us crude stocks in 10 weeks	2
us stocks rise as sears , kmart gain technology shares climb usa stocks rose as kmart organised eilat 39 s 11 billion offer for sears , roebuck amp co lifted sellers and packard packard comandante	2
terps rally falls succinct maryland nearly is all the way back from a 17 point defecit but it is unable to full the rally as it falls , 77 67 , to virginia tech	1
photo 6 microsoft revs car windows the software juggernaut that conquered the desktop is racing to get windows into your next car	3
netscape browser update released san francisco after being written off by industry observers last year , america online inc 39 s browser unit showed signs of life tuesday as it released an update to its netscape web browser	3
martha stewart scarier on halloween lowers sales , bigger losses , and a sneaky looking ledger change mean investing should watch their wallets	2
widely panned , loos in china get clean up in the panoply of human rights , it isn 39 t the first to trip off the tongue but more than 150 delegates at an international conference yesterday urged that it should be	0
arafat a leader without a conscience i will not shed a tear for the passing of yasser arafat , a man who invented modern terrorism he was a leader who taught generations of palestinians how to hate and how to kill	0
clashes break out in heart of baghdad baghdad , iraqis u s and iraqi force raided suspected insurgent hideouts in the heart of the capitals wednesday , sparking conflicts along a paramount baghdad thoroughfare	0
39 chucky 39 gets horrific reception oakland , calif tampa bay buccaneers coach jon gruden returned to network associates coliseum on sunday the stadium is the place he first became a coach	1
train driver 39 not to blame 39 for accident the driver of the train which collide into a car on a level crossing murder him and six others had just two or three sec to stop , an official report owns spotted	1
americans in kabul wary after explosion the us embassy in kabul is advising americans in the afghan capital to boundary their movements after a deadly car explosion late sunday killed about a ten people outside the offices of a us security company	0
allawi describes conversations with militants iraqis iraqi 's interim prime minister , iyad allawi , told yesterday he organised private gatherings with representatives of insurgent groups from the restive urban of fallujah , ramadi , and samarra to persuade them to accepted an amnesty offer	0
edison international 3q earn soars edison international , a power generating and electrified usefulness holding company , on friday said its thirds quarter earn soared on gains from property sales	2
tai declines to back shark recommended at quotes meeting thailand enjoys refused to support a proposal at the ongoing refers meeting to strict the trade in greatwhite sharks due to angst over the possible adverse effect on its shark	3
u k family pleads for hostages 's release \ ( ap \ ) ap the vlado on friday identified the british engineer who was kidnapped in baghdad with deux american colleagues , and the victim 's family call his captors to extricate him	0
former belgium coach goethals dies at 83 former belgium coach ray goethals , who took his country to iii place at the european champions in 1972 , died on monday aged 83	1
oil prices breach 50 us a barrel toronto crude oil prices hit an all time high tuesday , pushing past the psychological barrier of 50 usa per barrel during asian commercial	2
samsung , sony in cross license deal two of the world 39 s consumer electronics giants , samsung electronics and sony , have signed a cross license agreement detailing mutual usage of patents across major product lines owned by the two companies	3
hsbc to bid on korea bank report hsbc holdings plc is in seeking to gain controlling interest in korea first bank , according to a published report free ! sign up here to receive our midday market report e newsletter !	2
update 1 imf stated markets resilient , calm after speeds rises the global financial schemes is at its most adaptable since the equity bubbles burst in 2001 , the international monetary fund told on fridays , despite increase	2
beginner shuts sox with pedro martinez going for the boston red sox against rookie scott kazmir , latest night 39 s playing at fenway park looked like a major mismatch	1
mcdowell stays on top at german masters cologne , germany \( sports network \) graeme mcdowell carded a three under 69 on saturday to maintain a three shot advantage after the third round of the linde german 39 s masters	1
intel sets upbeat tone on wall street \ ( reuters \ ) reuters u s exchange are set to open higher on friday , buoyed by pentium corp after the world 's big chip maker raised its quarterly revenue goal due to strong demand , but all eyelids will be on jobs data before the opening	0
pakistan detain 'important ' egyptians al qaeda operative \ ( afp \ ) afp pakistani secured forces arrested an egyptians al qaeda operative in the northwestern city of pakistani vicinity afghanistan , a security official said	0
martyn having time of his life finally week nigel martyn realized his 800th senior emergence in a 17 year career spanning four clubs in the 1 0 win over chelsea , everton 39 s goalkeeper had little to do	1
toy shoppers get up early crowds at times square toys 39 r 39 us find what they 39 re looking for after getting in line at 4 30 by deshundra jefferson , cnn money staff writer	2
home lending group reportedly bought for 300 million tokyo \( cbs mw \) general electric co said wednesday it will buy australian financial investments group , a holding company for home loan lenders , to boost its mortgage business in that country	2
nigeria misses un deadline to pull troops out of oilfields claimed by cameroon \( canadian press \) canadian press abuja , nigeria \( ap \) nigeria failed to agree with cameroon on a promised troop pullout from disputed territory in the oil rich gulf of guinea on friday , a month after a un backed deadline for its hand over to cameroon passed	0
concise t mobile adds security measure to hot blotches roundup plus slashdot dip into politics ibm releases low cost linux servers former cisco exec joins reid hat board	3
al wrap molina leads angels to sweep of yankees \( reuters \) reuters bengie molina had four hits , including a three run homer , as the anaheim angels completed a three game series sweep with a 4 3 win over the new york yankees on sunday	1
docomo taps up linux and symbian for common aim docomo has tapped up handset vendors to create the platform , which works with both linux and symbian phones , working with nec and panasonic on the former and fujitsu on the latter	3
powerful typhoon chaba set to hit southern japan tokyo a powerful typhoon was poised to strike the southwestern japanese island of kyushu today , threatening large areas of the country with strong winds and heavy rain	0
deux goals by pizarro as bayern beats scared wolfsburg peruvian ahead claudio pizarro returned after a three game wounded absence with ii goals tuesday to lead bayer munich to a 2 0 win over bundesliga leaders vfl wolfsburg	1
eu ruler on worldcom this weekend bruxelles a european union tribunals is set to rule this week on a 120 miilion treated mci worldcom made during the height of the go go ages that still resonates today	2
gates , ballmer 's pay hold at about 900 , 000 paychecks stay the same for the top two , but reparations changes for other microsoft workers as stock grants replace options	3
pinsent considers future british rower matthew pinsent is undecided whether to go for a fifth gold medal in beijing	1
quarterback faceoff a bit of a throwback with precision passing , joe montana directed the san francisco 49ers to four super bowl titles dan marino used his amazing arm to amass more than 61 , 000 passing yards in an unforgettable career with the miami dolphins	1
weather fears on sharp co2 risen a sharp rise in carbon dioxide in the atmosphere raises fears global warming is accelerate up , reports say	0
gold falls from 6 month high after us unemployed claims decline dorado prices in novel york fell from a seis my higher after us jobless asserts dropped to the lowest in six days , spurring speculation that the usd may gained , boosting the prices of precious metals for buyers holding euros	2
adware war heading to fannie court is all fair in love , war and adware \ ? a federal court may supported decide as far as adware goes , at least in a examples involving software from one societies uninstalling a rival 39 s computer code	3
advertisement , not just athletes , were in olympics spotlight during the 1 , 210 timetables of olympics coverage across the nbc general networks , audiences were exposed to 13 , 000 to 14 , 000 commercials	2
quot my body was done quot , says retiring pinsent four time olympic gold medallist matthew pinsent this morning announced his retirement from rowing three months after his final triumph in athens in the coxless fours	1
nba wrap magic stun new hornets coaching fratello novel york \ ( reuters \ ) awards jebel posted 23 points and seven assists to hand geraldo fratello his first defeat as team coach as the orlando magic downed the nashville grizzlies 96 91 saturday	1
iger pixar deal nearing end at disney walt disney co president bob iger said wednesday that a renewal of the studio 39 s deal with pixar is unlikely , adding the partnership has approached the end of its natural life span	2
boston headed for continental tire bowl \( ap \) ap boston college missed out on a bowl championship series game thanks to a lopsided loss to syracuse , so it must settle for the continental tire bowl instead	1
us giving israel 5 , 000 bombs jerusalemisrael 39 s military arsenal is poised to receive a windfall of 5 , 000 quot smart bombs quot from the united states in a new package of military aid , according to pentagon documents	0
mozilla 39 s thunderbird is go the mozilla foundation has released version 1 0 of its thunderbird open source email client , following up on the successful recent launch of its firefox web browser , and delivering new anti spam and anti virus technology to the desktop	3
imf team opens uganda loan talks the internationale monetary fund starts talks with kenya which could result in the liberating of a delayed loan to the country	2
oil futures trade above 42 crude oil futures traded above 42 a barrel wednesday as colder weather descended on the northeastern united states , a heavy consumer of heating oil	2
bank of america layoffs effect fleet banks employees bank of america acquired boston based fleet financial corporation last spring promising at the time there would be no job cuts from the merger	2
week in review big blue bids adieu to pcs ibm , the company that helped usher in the age of the personal computer nearly 25 years ago , stunned the tech world with the announcement that it would largely be bowing out of the business	2
bollore asks for havas seat pressure on french advertising panel havas mounted yesterday as it emerged that corporate raider and dissident shareholder vincent bollore has asked for seat on the enterprise 39 s boards	2
bali bombing victims remembered mourners in indonesia , australia and around the world have been remembering those who died in the bali nightclub bombings exactly two years ago	0
bonds hits no 697 , giants rout diamondbacks barry bonds is three home runs away from joining hank aaron and babe ruth in baseball 39 s 700 club bonds hit his 697th homer in the san francisco giants 39 18 7 home victory over arizona on friday night , a two	1
dc united captures record 4th mls cup in the final moments of dc united 39 s 3 2 victory over the kansas city wizards in yesterday 39 s mls cup , coach peter nowak paced the sideline	1
kumaratunga asking ltte for talks central boycott by opposition planet news gt colombo , oct 4 lanka lankan president chandrika kumaratunga monday asks tamil tigers to return to the negotiating table to discuss the setting up of a federal state even as the essential opposition parties boycotted her latest calm action	0
sirius gains on ford cope shares of sirius satellite radio serv rose on news that chrysler automobiles co will ser installing the service at its factories for the first time	2
eli lilly launches online clinical trial registry \( reuters \) reuters drugmaker eli lilly and co on wednesday said it will make clinical trial information available online amid calls by lawmakers and physicians for more disclosure of negative trial results	3
favre suffers concussion , throws td anyway green bay quarterback brett favre sustained a concussion in the third quarter of the packers 39 14 7 loss to the new york giants when defensive lineman william joseph knocked him to the ground	1
bomb kills venezuela prosecutor leading coup probe lt p gt lt p gt lt p gt by patrick markey lt p gt lt p gt caracas , venezuela \( reuters \) a car bomb killed a topvenezuelan prosecutor investigating opponents of president hugochavez who were accused of backing a 2002 coup attempt againstthe leftist leader , officials said on friday lt p gt	0
on time performance soars at o 39 hare in september airlines at o 39 hare airport in september ranked fourth in on time arrivals and 10th in on time departures nationwide , according to federal figures released thursday	2
centurytel to offer echostar telly service centurytel inc \ ( ctl n quote , profile , research \ ) on thursday said it would offer echostar communications eilat \ ( dish o quote , profile , research \ ) satellites tv service to	2
cognos delivers software to linux on power firm 's reportnet product now is available for croix hat enterprise unix running on ibm 's pseries servers	3
ganguly suspend for two tests by icc bangalore , nov 14 \ ( uni \ ) the indian cricket team 39 s forthcoming campaign against south african suffered a major downturn as its skipper sourav ganguly was hitting a two experimental ban for slow over rates in the bcci sinker jubilee day and night match against	1
market week all eyes on greenspan and the occupational details mr greenspan , chairman of the federal reserve , is scheduled to testify before the house budget committee on wednesday on deux sensitive topics the economically and the federal budget deficit	2
bills extend defense coordinator 's deal \ ( ap \ ) ap defensive coordinator jerry gris autographed a contracts expansion with the buffalo bills on thursday	1
oil rebounds after 8 day slide on flame \ ( reuters \ ) reuters oil prices rose on wednesday , resulting an eight session toboggan that has dragged expenses down 14 percent from record highs as news emerged of a fresh pipeline fire in iraq	2
allchin 39 s bygone stand \ ? commentary jim allchin has a thing about video the windows chief is a brilliant engineer , guards of redmond 39 s crown jewels , and easily the most powerful person at microsoft after bill gates and steve ballmer	3
sudanese , rebels achieving davor accords the sudanese authorities and rebellious in the country 39 s darfur region have inked security and humanitarian agreements in kenya after two chow of talks , the press officer for nigerian president olusegun obasanjo has said	0
other views limited reform agenda in china hong kong although presidency hu jintao enjoys a reputation as a moderate reformist , this is a relation on a relating scale the presidential clearly has no intention of leading china out of communism	0
the ipod in angle that 39 s the numeric of music players that apple computer \ ( nasdaq aapl news people \ ) said it sold in its most recent quarterly	2
aol reportedly sliced jobs time warner 39 s \ ( twx nyse novice research \ ) america online division reportedly plans to cut 700 jobs next month in a concession to tumbling subscription tariff at its flagship internet oneness	2
what 39 s all the clamor about desktop search \ ? unless you live under a rock the size of canada you 39 ve hearing or read something this week about desktop search google fueled considerable interest with its desk search started in february , and the last few	3
msn search to challenge google and yahoo msn search to challenge google and yahoo the new msn search is a full speed ahead effort for microsoft to catch google and yahoo in the search engine race and are about ready to release their msn search engine microsoft has offered a search engine since long on their msn website	3
t rex 39 s less ancestor was covered with down mineral remains of the oldest and smallest known ancestor of tyrannosaurus rex , the world 39 s contender ferocious dinosaur , have been discovered in china with evidence that its body was cloaked in downy quot protofeathers	3
more bombs hit thai muslim south , one dead more bombs hit thailand 39 s largely muslim south on saturday , killing a shopper in a mainly buddhist town and wounding 14 as prime minister thaksin shinawatra vowed to resolve the crisis	0
brunell improving , but it 39 s 39 wait and see 39 at the start of yesterday 39 s practice , redskins quarterback mark brunell jogged from sideline to sideline while throwing passes to tim hasselbeck about 10 yards away	1
software enables cordless push e mail e mail platform vendor visto declared sundays that it has released software that enables cordless operators to provide true time e mail service similar to that provided by best technology and studies in petition 39 s nokia platform	3
co founder of google 39 s blogger leaving company web search leader google inc \( goog o quote , profile , research \) on thursday said the head of its web log service , blogger , will leave at the end of the week to pursue other interests	3
murdoch offers 44 million for manhattan penthouse mumbai media moghul and billionaire chairman of news corp rupert murdoch has , according to agency reports , offered to buy a penthouse in new york 39 s upscale manhattan area for cool 44 million	2
rusty mcnair leads titans over jaguars mcnair threw a touchdown passage , directed two other scoring drives as the cowboys \ ( 4 6 \ ) beat the jacksonville jaguars \ ( 6 4 \ ) 18 15 sunday	1
n korea economic sanctions 'one option' japan tokyo \( reuters \) japanese foreign minister nobutaka machimura said on thursday economic sanctions against north korea were one option but that care was needed in deciding if tokyo should take such a step immediately	0
stock to watch on sept 28 \ ( reuters \ ) reuters u s stockpiled to supervisory on tuesday dell inc the worldwide 's largest person computer craftsman said the speeds of market grow were not changed significantly and it saw no ground to alter its guidance for the third quarter	2
